baseProduct,brandName,code,crossedPrice,name,price,priceToCrossedPrice
JE101HABR_QSMI,Qasimi,UPV1110223,1350,Habr Relaxed Logo Hoodie,270,0.2
HF23D29374_HLSY,Hellessy,UPV1110035,6950,Margaux Off Shoulder Asymmetric Maxi Dress,1390,0.2
HF23P29266_HLSY,Hellessy,UPV1110081,3450,Arams Flower Detail Pants,690,0.2
FW23009DN258_GIMO,Giuseppe Di Morabito,UPV1113030,3850,Exaggerated Cargo Pants,770,0.2
FW23095LDC212_GIMO,Giuseppe Di Morabito,UPV1113006,6850,Rhinestone Bustier Fitted Maxi Dress,1370,0.2
JS33B20011_JOSH,Joshua x Smiley,UPV1114532,1400,Lurex Joggers,280,0.2
JS33B40001_JOSH,Joshua x Smiley,UPV1114512,1600,Logo Cardigan,320,0.2
AW23KN0140MKN_MRQS,Marques Almeida,UPV1113376,1850,Merino Wool Knitted Flared Pants,555,0.3
RR236N_RORO,Rowen Rose,UPV1113101,4800,Pinstripe Lurex Wool Shirt Dress,960,0.2
RRK029V2_RORO,Rowen Rose,UPV1113116,6600,Oversized V-Neck Cashmere Dress,1320,0.2
PF23190TO231_GIMO,Giuseppe Di Morabito,UPV1113067,3000,Rhinestone Mesh Tank Top,600,0.2
R1CA91_ROKH,Rokh,UPV1110127,3700,Double Waistband Detail Wide Legs Jeans,740,0.2
RRK036_RORO,Rowen Rose,UPV1113113,5600,Oversized Asymmetrical Cashmere Dress,1120,0.2
B604-IVR-VSC_PLMR,Palmer Harding,UPV1203526,1160,Release Knitted Tank Top,230,0.19827586206896552
9012544_CWEB,Cornelia Webb,UPV1202614,1675,Pipe Chain Necklace,415,0.24776119402985075
BRMV0138A0_MRNI,Marni,UPV1202732,1175,Feather Weight Bracelet,235,0.2
BB01BC_MCLQ,Macon & Lesqouy,UPV1202462,75,Brooc h - Bottle of c hampagne (small Box),20,0.26666666666666666
BB01LM_MCLQ,Macon & Lesqouy,UPV1202466,125,Broche - Lapin Mexicain (petite boite),35,0.28
BB01MOO_MCLQ,Macon & Lesqouy,UPV1202468,180,Brooc h - Cresc ent moon (large box),50,0.2777777777777778
BB01VO_MCLQ,Macon & Lesqouy,UPV1202472,80,Brooch - French croissant (small box),20,0.25
LOW23FCBL010SV_LWCL,Low Classic,UPV1115746,1750,Sailor Button Point Blouse,435,0.24857142857142858
LOW23WMDW010SV_LWCL,Low Classic,UPV1115730,2400,Volume Puffer Jacket,600,0.25
LOW23WMFU010IV_LWCL,Low Classic,UPV1115727,2200,Shearling Belt Coat,550,0.25
N250_TIME,Timeless Pearly,UPV1202495,945,Orange Cord Necklace with Silver Pipe Beads and Pearl Pendant,235,0.24867724867724866
PCCR_MCLQ,Macon & Lesqouy,UPV1202506,70,Felt Key Ring Red,20,0.2857142857142857
R123RN1519_TIBI,Tibi,UPV1116590,2300,Recycled Sporty Cheetah Cami Dress,690,0.3
N352_TIME,Timeless Pearly,UPV1202635,1720,Silver Beads Necklace,430,0.25
PRE22TP0450JRR_MRQS,Marques Almeida,UPV1203168,1310,Fitted Gathered Shirt,260,0.1984732824427481
ANDYWARHOLMUL_SKTR,The Skateroom,UPV1204494,6690,Andy Warhol Color Campbell's Soup Box Set,2675,0.39985052316890884
1124WDR005231A_VBHM,Victoria Beckham,UPV1219101,4950,Dolman Midi Dress,1235,0.2494949494949495
B51THEBUBBLETOE_COWO,Completedworks,UPV1205627,1420,The Bubble To End All Glass Vase,565,0.397887323943662
B45INFLATED_COWO,Completedworks,UPV1205625,1220,Ceramic Large Vase,485,0.3975409836065574
B46WHITE_COWO,Completedworks,UPV1205638,2260,Ceramic Giant Vase,900,0.39823008849557523
CF006KC025_CFCL,CFCL,UPV1205100,2600,Milan Rib Shirt Jacket,520,0.2
COFCNH08408_APC,A.P.C,UPV1215271,0,Chuck Tapered Pants,260,0
COFCNH08418_APC,A.P.C,UPV1215292,0,Vincent Pants,250,0
850852734HIS_URA,,UPV1209828,850,His White Shirt,210,0.24705882352941178
ABC123FW23SPC_ABC,Advisory Board Crystals ,UPV1208548,875,Logo Sweatpants,175,0.2
B121_COWO,Completedworks,UPV1205635,1470,Glass Fruit Bowl,580,0.3945578231292517
MF018Z_ALLS,AllSaints,UPV1213423,535,Hunter Straight Fit Recycled Sweatpants,210,0.3925233644859813
MS214Z_ALLS,AllSaints,UPV1207449,645,COSMO SS SHIRT,255,0.3953488372093023
W002PZ_ALLS,AllSaints,UPV1218356,860,Charli Sequin Relaxed Fit Shirt,340,0.3953488372093023
MF589Z_ALLS,AllSaints,UPV1205373,595,Underground Suede Low Top Trainers,295,0.4957983193277311
WH042Z_ALLS,AllSaints,UPV1218292,860,Oana Zig Printed Silk Blend Shirt,340,0.3953488372093023
7574BWJ_ERDM,Erdem,UPV1224782,7610,Aurelia Wool Coat,1520,0.19973718791064388
BM22004176MS_BLUM,Bluemint,UPV1227048,500,CHRIS SHORT,125,0.25
BM21002003MS_BLUM,Bluemint,UPV1226844,570,MARTIN LINEN SHIRT,140,0.24561403508771928
B23440_BBCL,Billionaire Boys Club,UPV1219299,0,Parks Long Sleeve T-Shirt,150,0
BSLA_EERA,EÉRA,UPV1226088,1660,METALLIC LEATHER BELT,495,0.29819277108433734
31ALIM299M_LINO,120% Lino,UPV1223222,1000,Drawstrings Linen Pants,250,0.25
BB01ANG_MCLQ,Macon & Lesqouy,UPV1226155,85,Brooc h - Golden anc hor (small Box),25,0.29411764705882354
BB01FAC_MCLQ,Macon & Lesqouy,UPV1226162,80,Brooc h - Silv er c amera (small box),20,0.25
A08030735_PHIL,Philosophy,UPV1223110,2700,Printed Radzmir Halter Top,675,0.25
HUMU0223PP_MRNI,Marni,UPV1219575,1850,Relaxed Fit Crew Neck T-Shirt,555,0.3
MG104Z_ALLS,AllSaints,UPV1219761,355,Quasar Graphic Print Relaxed Fit T-Shirt,175,0.49295774647887325
WT057Z_ALLS,AllSaints,UPV1219790,860,Astrid Checked Sparkle Trousers,430,0.5
ZARISTCUP_SOLE,Zarina,UPV1226119,270,"Enamel Set of 6 Istikana Tea Cups, Saucers And Spoons",140,0.5185185185185185
ZARISTMTRK_SOLE,Zarina,UPV1226120,0,"Rakwe Set of 6 Istikana Tea Cups, Saucers And Spoons",270,0
WD289Z_ALLS,AllSaints,UPV1219818,535,Anya Velvet V-Neck Mini Dress,265,0.4953271028037383
ZARCHPMGGRY_SOLE,Zarina,UPV1226069,265,Pomegranate Set Of 6 Chaffe Cups,90,0.33962264150943394
22-LRP-04-MFB_LARO,Laetitia Rouget,UPV1248792,255,Mussels from Brussel Dessert Plate,80,0.3137254901960784
BM24003011MS_BLUM,Bluemint,UPV1246862,600,Arthus Swim Shorts,180,0.3
CF007KJ059_CFCL,CFCL,UPV1229937,2450,Cascades Shirt,735,0.3
CF007KN041_CFCL,CFCL,UPV1229927,1600,Garter T-Shirt,400,0.25
BB550MCCW_NEWB,New Balance,UPV1228715,699,550 Sneakers,205,0.2932761087267525
DEN014B-SS24_MMKT,Mira Mikati,UPV1232485,1700,Magnolia Rope Belt Straight Leg Jeans,510,0.3
IF6073_W_ADDS,Adidas by Stella McCartney,UPV1246252,650,Adidas By Stella McCartney Clogs,195,0.3
JC4164P03_JUNJ,Juun.J,UPV1230077,2050,Loose Fit Check Classic Shirt,615,0.3
HR24T22788_HLSY,Hellessy,UPV1230239,3450,Milla Tunic Shirt With Crystal Embroidery,860,0.2492753623188406
DRE012A-SS24_MMKT,Mira Mikati,UPV1232493,3000,Striped Applique Flower Dress,900,0.3
ERL08B002_ERL,ERL,UPV1246703,2100,Printed Shirt,630,0.3
FF4H64APJE5999_424,424,UPV1244750,1000,Double Layer T-shirt,250,0.25
M655799_PGDN,Paige,UPV1254328,1100,Federal Vintage Aged Parchment Jeans,275,0.25
RE24DK43DA_DKMA,David Koma,UPV1232771,7500,Ruched Top Bra Detail Midi Flounce Dress,1875,0.25
P24033RLM126_LHNI,La Haine Inside Us,UPV1238873,725,Stretch Skinny Trousers,180,0.2482758620689655
P24073MLM129_LHNI,La Haine Inside Us,UPV1238914,900,Hooded Patch Sport Jacket,270,0.3
RE24DKKN02D_DKMA,David Koma,UPV1232831,4700,V Cut Open Back Knit Midi Dress,1175,0.25
NW24RSJK00471_NHKA,Nanushka,UPV1239803,4025,Fem Cady Suiting Jacket,1005,0.2496894409937888
NW24RSTP03199_NHKA,Nanushka,UPV1239797,1600,Savera Viscose Rib Top,400,0.25
SHT016A-SS24_MMKT,Mira Mikati,UPV1232441,3000,Floral Print Cross Stitch Shirt,900,0.3
SS24DK17DA_DKMA,David Koma,UPV1232766,6900,Crystal Embelllished Rose Ruched Mini Dress,1725,0.25
HR24T23387_HLSY,Hellessy,UPV1230217,3450,Oxbury Men’s Shirt With Sleeve Slits,860,0.2492753623188406
HR24T23688_HLSY,Hellessy,UPV1230220,3450,Myles Poplin Floral Twill Panels Tunic,860,0.2492753623188406
A09102100_PHIL,Philosophy,UPV1253183,1400,Knit Bolero,350,0.25
1224KDR005664A_VBHM,Victoria Beckham,UPV1256591,3750,Frame Detail Jumper Dress,935,0.24933333333333332
6050LEDB_DREK,DEREK ROSE,UPV1203108,420,Ledbury Boxershort,80,0.19047619047619047
A164-1351_AGDE,Agolde,UPV1271538,1500,Recycled 90's Pinch Waist Jeans,300,0.2
ELI_LARB,Laura B,UPV1203027,4175,Studded Gunmetal Ring,1250,0.2994011976047904
M770M67_PGDN,Paige,UPV1254383,925,Everett Shirt,230,0.24864864864864866
VAR00816_VARL,Varley,UPV1203655,440,Lets Go High 25 Leggings,85,0.19318181818181818
WL029X_ALLS,AllSaints,UPV1261849,0,BILLIE BIKER,1980,0
WS054Z_ALLS,AllSaints,UPV1205304,860,Veena Tulle Layered Midi Skirt,340,0.3953488372093023
PRE22TP0325JRM_MRQS,Marques Almeida,UPV1203837,1250,Turtleneck Patchwork Mesh Top,250,0.2
WD320Z_ALLS,AllSaints,UPV1205310,755,Hadley Metallic Midi Slip Dress,300,0.3973509933774834
WT029X_ALLS,AllSaints,UPV1205329,970,Leigh Sequin Slim Trousers,485,0.5
1000064069_KSUB,Ksubi,UPV1224992,300,White T-shirt,75,0.25
1124WDR005232A_VBHM,Victoria Beckham,UPV1219071,4950,T-Shirt Fitted Dress,1235,0.2494949494949495
COGWKH12581_APC,A.P.C,UPV1215324,950,Mateo Long Sleeve Shirt,285,0.3
31ALIM1311_LINO,120% Lino,UPV1223365,800,Long Sleeve Slim Fit Linen Shirt,200,0.25
MK024Y_ALLS,AllSaints,UPV1218391,645,Luka Crew Jumper,320,0.49612403100775193
O6WAKE_COWO,Completedworks,UPV1205644,475,Wake Small Ceramic Vase,190,0.4
WD330Z_ALLS,AllSaints,UPV1219811,1080,Alya Diamante Bodycon Mini Dress,540,0.5
WM201Z_ALLS,AllSaints,UPV1213319,375,Elia Spark Printed Mesh Bodysuit,185,0.49333333333333335
W001TZ_ALLS,AllSaints,UPV1218361,860,Charli Sequin Wide Leg Trousers,340,0.3953488372093023
CF007KJ070_CFCL,CFCL,UPV1229950,2200,Milan Ribbed Short Sleeve Shirt,660,0.3
BM22007059MS_BLUM,Bluemint,UPV1226770,0,BRUCE POLO SHIRT,150,0
BBW550BK_NEWB,New Balance,UPV1228799,599,550 Sneakers,175,0.2921535893155259
BBW550QB_NEWB,New Balance,UPV1228814,649,550 Sneakers,190,0.29275808936825887
JC4241P04_JUNJ,Juun.J,UPV1230093,1700,Side Zip Sweatshirts,425,0.25
JC4442P58_JUNJ,Juun.J,UPV1230108,1300,Racer Detail T-Shirt,390,0.3
JC4465P52_JUNJ,Juun.J,UPV1230082,1950,Short Sleeve Coach Shirt,485,0.24871794871794872
HR24S09787_HLSY,Hellessy,UPV1230231,3850,Riahn Mini Back Train Skirt,960,0.24935064935064935
BB01CR_MCLQ,Macon & Lesqouy,UPV1226159,80,Brooc h - Red heart (small Box),20,0.25
IG6227_ADDS,Adidas,UPV1227799,550,Response CL Sneakers,165,0.3
RE24DK17D_DKMA,David Koma,UPV1232798,9700,Crystal Embroidered Detail Open Leg Midi Dress,2425,0.25
SH0DT0008_MM6,MM6 Maison Margiela,UPV1232210,2440,Oversize Long Sleeve Shirt,610,0.25
RE24DKKN27D_DKMA,David Koma,UPV1232824,3400,Bra Detail Net Insert Knit Mini Dress,850,0.25
RF02PIM_MCLQ,Macon & Lesqouy,UPV1226173,50,Twin Mini Sparrow Iron-On Embroidery Patches,15,0.3
SKT010A-SS24_MMKT,Mira Mikati,UPV1232470,3000,Cosmos Printed Flower Skirt,900,0.3
ZARESPMTHK_SOLE,Zarina,UPV1226077,220,Tiles Hookah Set of 6  Espresso Cups And Saucers,190,0.8636363636363636
ZAREISTFLWVNT_SOLE,Zarina,UPV1226131,635,"Vintage Floral Set of 6 Istikana Tea Cups, Saucers And Spoons",250,0.3937007874015748
2401J14288_AREA,Area,UPV1238163,9000,Crystal Embellished Relaxed Blazer,2250,0.25
24PJTO710VI0261_PACO,Rabanne,UPV1240658,1700,Logo Embellished Metallic Crop Top,425,0.25
503921_HAY,HAY,UPV1268933,90,Kaleido Xs Tray,35,0.3888888888888889
3415307_1OFF,1/OFF,UPV1241044,0,Patchwork Wide Legs Pants,635,0
38010112139_BEAMS,BEAMS+,UPV1257512,0,Rayon Print Shirt,200,0
541257_HAY,HAY,UPV1268976,155,Arcs Candleholder S,60,0.3870967741935484
BM23001002MS_BLUM,Bluemint,UPV1246854,0,Elvis T-Shirt,75,0
ERL08T010_ERL,ERL,UPV1246678,1050,Make Believe Long Sleeve T-Shirt,315,0.3
ERL08T021_ERL,ERL,UPV1246680,1700,Venice Checker Hoodie,510,0.3
HS24K20001_HLSY,Hellessy,UPV1256331,4250,Uma Crochet Cardigan,1060,0.24941176470588236
FF4J31APTE004064_424,424,UPV1244745,0,Zip Up Denim Jacket,635,0
FF4S12APTR354400_424,424,UPV1244711,1800,Long Sleeve Tunic Shirt,540,0.3
P24033BLM155_LHNI,La Haine Inside Us,UPV1238904,1050,Drawstring Stretch Trousers,260,0.24761904761904763
P24043VLM115_LHNI,La Haine Inside Us,UPV1238998,440,Long Sleeve Dyed Linen Long Shirt,110,0.25
S241-50336LCE_31PL,,UPV1247313,1750,Buckle Detail Pleated Tapered Pants,435,0.24857142857142858
NW24RSDR01499_NHKA,Nanushka,UPV1239859,2525,Clary Okobor Sleeveless Mini Dress,630,0.2495049504950495
NW24RSTP03399_NHKA,Nanushka,UPV1239767,1600,Silvine Slip Satin Tank Top,400,0.25
TN241TSWHO03_TINT,THISISNEVERTHAT,UPV1246318,675,Faded Logo Embroidered Hoodie,200,0.2962962962962963
TN241TSWHO05_TINT,THISISNEVERTHAT,UPV1246366,625,Surfing Skull Hoodie,185,0.296
TN241TTSST36_TINT,THISISNEVERTHAT,UPV1246368,240,Sheesh T-Shirt,70,0.2916666666666667
TN241WSHTL04_TINT,THISISNEVERTHAT,UPV1246290,675,Skeletons Shirt,200,0.2962962962962963
TN241WSHTS02_TINT,THISISNEVERTHAT,UPV1246297,575,Torn Rayon Shirt,140,0.24347826086956523
NW24BCTP02571_NHKA,Nanushka,UPV1239771,1200,Mele Paper Crochet Top,300,0.25
NW24RSDR01118_NHKA,Nanushka,UPV1239787,1600,Caelen Seersucker Mini Dress,400,0.25
2304T12265_AREA,Area,UPV1125140,2700,Crystal Claw Denim Top,540,0.2
CONTINUUM_BONN,Bonnie & Clyde,UPV1128014,600,Continuum Oversized Sunglasses,150,0.25
MC008Z_ALLS,AllSaints,UPV1126215,1885,Manfred Wool Blend Single Breasted Coat,940,0.4986737400530504
NL-O011-051_DGAR,COMME des GARCONS GIRL,UPV1126452,3000,Polka Dot Midi Dress,750,0.25
NW23PFPA00978_NHKA,Nanushka,UPV1124898,2150,Leena High Wais Leather Pants,430,0.2
S558_GIVM,The Giving Movement,UPV1128490,600,Poplin© Oversized Shirt Dress,120,0.2
S197R_GIVM,The Giving Movement,UPV1128613,300,Active Softskin100© Recycled Seam Split Leggings,45,0.15
NW23FWPA00599_NHKA,Nanushka,UPV1124857,1750,Franna Crochet Detailed Pants,350,0.2
WB213002_PRWL,Proenza White Label,UPV1275799,1800,LARGE MORRIS COATED CANVAS TOTE,540,0.3
136-7847_STUD,Staud,UPV1271376,1550,Gianna Halter Neck Maxi Dress,310,0.2
23FWPRATO_SHNA,SSHEENA,UPV1120236,2500,Straight Leg Trousers,500,0.2
23FWPUMP_SHNA,SSHEENA,UPV1120205,4450,Denim Cargo Pants,890,0.2
23FWAMICA_SHNA,SSHEENA,UPV1120228,3300,Long Sleeve Mini Ruffle Dress,660,0.2
23FWBACK_SHNA,SSHEENA,UPV1120232,4250,Cropped Blazer,850,0.2
35424P03236501_424,424,UPV1117657,1960,High Waisted Cargo Pants,390,0.1989795918367347
399001584_MRKT,Market,UPV1119716,290,Icy Hot T-Shirt,55,0.1896551724137931
399001601_MRKT,Market,UPV1119727,320,De LHomme T-Shirt,60,0.1875
BC003_BBCL,Billionaire Boys Club,UPV1275701,290,SMALL ARCH LOGO T-SHIRT,55,0.1896551724137931
BB18052_BRXB,Bronx And Banco,UPV1119802,3200,Goddess Gold Velvet Gown,640,0.2
415-3589_STUD,Staud,UPV1273805,900,Nellie Sleeveless Feather Top,180,0.2
IB6861_ADDS,Adidas by Stella McCartney,UPV1118244,550,Regular Sweatpants,110,0.2
397000514_MRKT,Market,UPV1119650,600,Bouquet Hoodie,120,0.2
MS253V_ALLS,AllSaints,UPV1119272,485,Venice Revere Ramskull Shirt,240,0.4948453608247423
395000624_MRKT,Market,UPV1119622,440,Express Racing Sweat Shorts,85,0.19318181818181818
WE64TO300BW_VTMN,Vetements,UPV1119837,2700,Graffiti Print One Shoulder Top,675,0.25
WFR23CABE002_HERU,Hereu,UPV1272369,1750,Cabersa Fisherman Sandals,525,0.3
3115305_1OFF,1/OFF,UPV1120110,2350,Duo Straight Leg Pants,470,0.2
1322WTP003909A_VBHM,Victoria Beckham,UPV1197876,1980,TWIST SHOULDER TOP,395,0.1994949494949495
1322WTP004048A_VBHM,Victoria Beckham,UPV1198200,1480,STRETCH VELVET POLO NECK TOP,295,0.19932432432432431
2-2-007-322-689_APL,APL,UPV1198096,1020,Tech Loom Breeze Sneaker,200,0.19607843137254902
GD233DPA5P01_TINT,THISISNEVERTHAT,UPV1193321,1100,GD Lightning Denim Carpenter Pants,220,0.2
GD233TTSLT01_TINT,THISISNEVERTHAT,UPV1193315,430,GD Waffle Long Sleeve T-Shirt,85,0.19767441860465115
F223FC1593_TIBI,Tibi,UPV1131924,3050,Feather Weight Eco Crepe Benedict Dress,610,0.2
ABCFW23TDCS_ABC,Advisory Board Crystals ,UPV1133503,1200,Crystal Tie Dye Sweatshirt,240,0.2
ABCFW23VPSH_ABC,Advisory Board Crystals ,UPV1133509,675,Velvet Shorts,135,0.2
WS011Z_ALLS,AllSaints,UPV1134458,755,Azura Tiered Mini Skirt,375,0.4966887417218543
MHEB08BBKH27_MHRS,"Mostly Heard, Rarely Seen",UPV1138082,920,Neon Volt Hoodie,180,0.1956521739130435
UA53SP600PM_VTMN,Vetements,UPV1138107,3690,BAGGY SWEATPANTS,735,0.1991869918699187
WM177Y_ALLS,AllSaints,UPV1134433,700,Azura Tulle Top,350,0.5
R2236001_PRNZ,Proenza Schouler,UPV1197847,4190,Cotton Gabardine Pants,835,0.19928400954653938
22AJJU315VI0267_PACO,Rabanne,UPV1199105,2690,Jersey And Sequin Mini Skirt,535,0.19888475836431227
AW22005M_BTNA,Bettina Vermillon,UPV1198914,1620,Dany Shearling Clogs,320,0.19753086419753085
BWOB033MET17600_AMBU,Ambush,UPV1198647,2015,BALL CHAIN CHOKER GOLD,500,0.24813895781637718
LMHCSRA470_FRME,Frame,UPV1198745,860,LHomme Cut Off Shorts,170,0.19767441860465115
PX833-XSACH_PRTX,Paris Texas,UPV1199442,2010,Hollywood Mule Heel 75 In Suede Crystal,400,0.19900497512437812
OB005CM_OZBO,Ozwald Boateng,UPV1199101,7370,Classic Bomber Jacket,1470,0.1994572591587517
MXA3278_JAPE,James Perse,UPV1199283,1020,Vintage Cotton Raglan Pullover,200,0.19607843137254902
PA172_ARON,Aeron,UPV1199128,5260,Alondra Wide Leg Trousers,1050,0.19961977186311788
13004322205_APL,APL,UPV1200640,1590,Techloom Defender,315,0.19811320754716982
31054039_KHTE,Khaite,UPV1200554,3460,Metallic Cotton Preen Pant,690,0.1994219653179191
42232_GA81,GAUGE81,UPV1201061,1120,Kanda Jersey Mini Skirt,220,0.19642857142857142
40814034_KHTE,Khaite,UPV1200269,3970,Metallic Knit Draitton Mini Skirt,790,0.19899244332493704
G515-BLK-MSH_PLMR,Palmer Harding,UPV1200876,4150,Tension Mesh Trousers,830,0.2
PA165_ARON,Aeron,UPV1200742,1740,EGON RUSTIC KNIT PANTS,345,0.19827586206896552
370-2691_STUD,Staud,UPV1201954,1200,Seaway Long Sleeve Knit Mini Dress,240,0.2
CF0127_THMP,Thompson,UPV1202180,580,Blue Round Cufflinks,145,0.25
CF0251_THMP,Thompson,UPV1202155,515,Cufflinks/Thomp/ White Bronze Plating/ Blk Agate Blue/ Satin,125,0.24271844660194175
CF0253_THMP,Thompson,UPV1202585,425,Cufflinks//Thomp/ White Bronze Plating Plain/ SilColor / Sat,105,0.24705882352941178
CF0439_THMP,Thompson,UPV1202706,515,Cufflinks/Thomp /GunMetPla/ MOP/ white/ Rnd,125,0.24271844660194175
CH004_CHZE,Crystal Haze,UPV1202574,915,VALENTINE BRACELET,225,0.2459016393442623
BS348_ARON,Aeron,UPV1201471,1430,FALAISE KNIT BODYSUIT,285,0.1993006993006993
BB01TCN_MCLQ,Macon & Lesqouy,UPV1202471,105,Broche - Mini Toucan (petite boite),30,0.2857142857142857
LMSH0369_FRME,Frame,UPV1203184,960,Classic Poplin Shirt,190,0.19791666666666666
NM22PFPA01477_NHKA,Nanushka,UPV1203496,2260,Tymeo Relaxed Pants,450,0.19911504424778761
N243_TIME,Timeless Pearly,UPV1202196,1610,Blue Beaded Necklace with Gold Star Pendant,400,0.2484472049689441
N252_TIME,Timeless Pearly,UPV1202496,1440,Blue and White Beaded Necklace with Gold Pendant,360,0.25
ORMV0329A0_MRNI,Marni,UPV1202324,830,LOGO STUD EARRINGS,245,0.29518072289156627
T1SSLS_LUDA,Luuda,UPV1201624,1290,Tie Dyed Long Sleeve Summer Shirt,255,0.19767441860465115
SK00011CVI_RHDE,Rhode,UPV1201819,1050,Hannah Mini Skirt In Marigold Flower Hot Pink,210,0.2
MYKONOS_CHZE,Crystal Haze,UPV1202193,625,DOUBLE ROW MYKONOS,185,0.296
YMBB007F22FLE02_OPCR,Opening Ceremony,UPV1203309,1300,Peanuts Hoodie,260,0.2
W22MSHI008M_OFFG,Officine Generale,UPV1203515,1000,Arsene Cotton Check Shirt,200,0.2
22CHZE_CHZE,Crystal Haze,UPV1202698,305,Ms. Vaxxine Pendant,75,0.2459016393442623
PRE22TP0439JRS_MRQS,Marques Almeida,UPV1203064,1435,Cinched Pleated Tshirt,285,0.1986062717770035
1124WDR005227A_VBHM,Victoria Beckham,UPV1219067,1780,Gathered Waist Midi Dress,1110,0.6235955056179775
B24110_BBCL,Billionaire Boys Club,UPV1219368,0,Script Logo Sweatpants,260,0
B26DEFLATED_COWO,Completedworks,UPV1205624,1710,Ceramic Deflated Large Vase,680,0.39766081871345027
COFCNH10196_APC,A.P.C,UPV1215282,0,Parker Cotton Shorts,190,0
S124BK1606_TIBI,Tibi,UPV1216977,3750,Boucle Knit Sculpted Dress,935,0.24933333333333332
S124LP1607_TIBI,Tibi,UPV1217016,5250,Spring Acetate Shirred Circular Dress,1575,0.3
O10GOLIATH_COWO,Completedworks,UPV1205626,1560,Goliath Ceramic Large Vase,620,0.3974358974358974
WOZBO3_OZBO,Ozwald Boateng,UPV1203751,10840,PRINTED TRIBAL SILK LONG KIMONO,2165,0.1997232472324723
WL206Z_ALLS,AllSaints,UPV1208679,860,Sylvy Pleated Faux Leather Midi Skirt,340,0.3953488372093023
6097_CPRJ,Common Projects,UPV1224811,2070,Decades Mid Top Sneakers,520,0.25120772946859904
A06030734_PHIL,Philosophy,UPV1223136,4700,Boucle Caban Jacket,1175,0.25
31ALIM7915_LINO,120% Lino,UPV1223245,625,Relaxed V-Neck T-Shirt,155,0.248
31ALIM19L3_LINO,120% Lino,UPV1223252,0,Printed Short Sleeve Linen Shirt,275,0
BB01MMD_MCLQ,Macon & Lesqouy,UPV1226167,85,Broche - Mini Muerte Dorée (petite boite),25,0.29411764705882354
SBMP0085U0LV520_MRNI,Marni,UPV1225284,4950,Trunk Chain Nano Bag,1480,0.298989898989899
31ALIM79GD_LINO,120% Lino,UPV1223322,0,Graphic Short Sleeve T-Shirt,180,0
00292Z01_NEUS,Neous,UPV1279967,2670,Electra Knit Mules,530,0.19850187265917604
00365SE01N01_NEUS,Neous,UPV1280020,2840,Irena Sequins Slingback Sandals,565,0.198943661971831
177722_MGBT,Magda Butrym,UPV1280043,4330,White Leg Pants,865,0.1997690531177829
516722_MGBT,Magda Butrym,UPV1280006,2670,Chenille Crochet High Heel Mule,530,0.19850187265917604
AVE3000_ALVA,Alexandre Vauthier,UPV1280028,4750,Crystal Bow Detail Sling Back Sandals,950,0.2
AVI2004_ALVA,Alexandre Vauthier,UPV1279983,3850,Strappy High Heel Sandals,770,0.2
CF007KJ192_CFCL,CFCL,UPV1229938,2150,High Gauge Shirt,645,0.3
BB550VGBW_NEWB,New Balance,UPV1228852,699,550 Sneakers,205,0.2932761087267525
JC4342P04_JUNJ,Juun.J,UPV1230098,1200,Loose Fit Short Sleeve T-Shirt,360,0.3
JC4342P53_JUNJ,Juun.J,UPV1230113,1550,Lightweight Side Zipper Half Sweatshirts,385,0.24838709677419354
JC4465P5D_JUNJ,Juun.J,UPV1230076,2050,Denim Short Sleeve Coach Shirt,615,0.3
HR24T22688_HLSY,Hellessy,UPV1230204,3300,Anton Frill Corsage Poplin Shirt,825,0.25
520521_MGBT,Magda Butrym,UPV1279971,3480,Crepe Wrap Around High Heel Pump,695,0.1997126436781609
P24083MLM105_LHNI,La Haine Inside Us,UPV1238881,440,Woven Comfort Short Sleeve T-Shirt,130,0.29545454545454547
ZARCAK4022_SOLE,Zarina,UPV1280147,250,Aluminum Cake Tray,50,0.2
S62DG0015_MM6,MM6 Maison Margiela,UPV1238591,3325,Sleeveless Maxi Dress,830,0.24962406015037594
517722_MGBT,Magda Butrym,UPV1280044,2670,Chenille Crochet High Heel Mule,530,0.19850187265917604
WG028Z_ALLS,AllSaints,UPV1228459,755,Astroeagle Cygni Embellished Sweatshirt,375,0.4966887417218543
AVI1500_ALVA,Alexandre Vauthier,UPV1279976,3250,Crystal Toe Cap Sling Back Pumps,650,0.2
2301T26177_AREA,Area,UPV1280037,3660,Poplin Ruffle Long Sleeves Shirt,730,0.1994535519125683
U327WRA_NEWB,New Balance,UPV1228833,599,327 Sneakers,175,0.2921535893155259
101010100410_LAMA,LA Manso,UPV1290711,300,SQUARE RING,90,0.3
101060090211_LAMA,LA Manso,UPV1290724,260,BALL RING,75,0.28846153846153844
E38WLCZ01S9259K_TWOD,Tom Wood,UPV1290766,860,EAR CUFF THICK ZIRCONIA GOLD,215,0.25
E38WLCZC01S925_TWOD,Tom Wood,UPV1290727,780,EAR CUFF THICK ZIRCONIA,310,0.3974358974358974
ABC123CS100_ABC,Advisory Board Crystals ,UPV1291258,1300,Warped Camo Cargo Shorts,260,0.2
ABC123CUV_ABC,Advisory Board Crystals ,UPV1291332,1350,Canvas Vest,270,0.2
JJTSS2201_JUPI,Jupiter,UPV1290691,1740,Band Ring in Silver 925 Gold 750 Plated,695,0.3994252873563218
JJTSS2209_JUPI,Jupiter,UPV1290690,1700,Ring in Silver 925,680,0.4
